"","Name","Soma_Surface","N_stems","N_bifs","N_branch","N_tips","Width","Height","Depth","Type","Diameter","Diameter_pow","Length","Surface","SectionArea","Volume","EucDistance","PathDistance","Branch_Order","Terminal_degree","TerminalSegment","Taper_1","Taper_2","Branch_pathlength","Contraction","Fragmentation","Daughter_Ratio","Parent_Daughter_Ratio","Partition_asymmetry","Rall_Power","Pk","Pk_classic","Pk_2","Bif_ampl_local","Bif_ampl_remote","Bif_tilt_local","Bif_tilt_remote","Bif_torque_local","Bif_torque_remote","Last_parent_diam","Diam_threshold","HillmanThreshold","Helix","Fractal_Dim","Minimun_Soma_Surface","Average_Soma_Surface","Maximum_Soma_Surface","SD_Soma_Surface","Minimun_N_stems","Average_N_stems","Maximum_N_stems","SD_N_stems","Minimun_N_bifs","Average_N_bifs","Maximum_N_bifs","SD_N_bifs","Minimun_N_branch","Average_N_branch","Maximum_N_branch","SD_N_branch","Minimun_N_tips","Average_N_tips","Maximum_N_tips","SD_N_tips","Minimun_Width","Average_Width","Maximum_Width","SD_Width","Minimun_Height","Average_Height","Maximum_Height","SD_Height","Minimun_Depth","Average_Depth","Maximum_Depth","SD_Depth","Minimun_Type","Average_Type","Maximum_Type","SD_Type","Minimun_Diameter","Average_Diameter","Maximum_Diameter","SD_Diameter","Minimun_Diameter_pow","Average_Diameter_pow","Maximum_Diameter_pow","SD_Diameter_pow","Minimun_Length","Average_Length","Maximum_Length","SD_Length","Minimun_Surface","Average_Surface","Maximum_Surface","SD_Surface","Minimun_SectionArea","Average_SectionArea","Maximum_SectionArea","SD_SectionArea","Minimun_Volume","Average_Volume","Maximum_Volume","SD_Volume","Minimun_EucDistance","Average_EucDistance","Maximum_EucDistance","SD_EucDistance","Minimun_PathDistance","Average_PathDistance","Maximum_PathDistance","SD_PathDistance","Minimun_Branch_Order","Average_Branch_Order","Maximum_Branch_Order","SD_Branch_Order","Minimun_Terminal_degree","Average_Terminal_degree","Maximum_Terminal_degree","SD_Terminal_degree","Minimun_TerminalSegment","Average_TerminalSegment","Maximum_TerminalSegment","SD_TerminalSegment","Minimun_Taper_1","Average_Taper_1","Maximum_Taper_1","SD_Taper_1","Minimun_Taper_2","Average_Taper_2","Maximum_Taper_2","SD_Taper_2","Minimun_Branch_pathlength","Average_Branch_pathlength","Maximum_Branch_pathlength","SD_Branch_pathlength","Minimun_Contraction","Average_Contraction","Maximum_Contraction","SD_Contraction","Minimun_Fragmentation","Average_Fragmentation","Maximum_Fragmentation","SD_Fragmentation","Minimun_Daughter_Ratio","Average_Daughter_Ratio","Maximum_Daughter_Ratio","SD_Daughter_Ratio","Minimun_Parent_Daughter_Ratio","Average_Parent_Daughter_Ratio","Maximum_Parent_Daughter_Ratio","SD_Parent_Daughter_Ratio","Minimun_Partition_asymmetry","Average_Partition_asymmetry","Maximum_Partition_asymmetry","SD_Partition_asymmetry","Minimun_Rall_Power","Average_Rall_Power","Maximum_Rall_Power","SD_Rall_Power","Minimun_Pk","Average_Pk","Maximum_Pk","SD_Pk","Minimun_Pk_classic","Average_Pk_classic","Maximum_Pk_classic","SD_Pk_classic","Minimun_Pk_2","Average_Pk_2","Maximum_Pk_2","SD_Pk_2","Minimun_Bif_ampl_local","Average_Bif_ampl_local","Maximum_Bif_ampl_local","SD_Bif_ampl_local","Minimun_Bif_ampl_remote","Average_Bif_ampl_remote","Maximum_Bif_ampl_remote","SD_Bif_ampl_remote","Minimun_Bif_tilt_local","Average_Bif_tilt_local","Maximum_Bif_tilt_local","SD_Bif_tilt_local","Minimun_Bif_tilt_remote","Average_Bif_tilt_remote","Maximum_Bif_tilt_remote","SD_Bif_tilt_remote","Minimun_Bif_torque_local","Average_Bif_torque_local","Maximum_Bif_torque_local","SD_Bif_torque_local","Minimun_Bif_torque_remote","Average_Bif_torque_remote","Maximum_Bif_torque_remote","SD_Bif_torque_remote","Minimun_Last_parent_diam","Average_Last_parent_diam","Maximum_Last_parent_diam","SD_Last_parent_diam","Minimun_Diam_threshold","Average_Diam_threshold","Maximum_Diam_threshold","SD_Diam_threshold","Minimun_HillmanThreshold","Average_HillmanThreshold","Maximum_HillmanThreshold","SD_HillmanThreshold","Minimun_Helix","Average_Helix","Maximum_Helix","SD_Helix","Minimun_Fractal_Dim","Average_Fractal_Dim","Maximum_Fractal_Dim","SD_Fractal_Dim","V223"
"72",c72965,12144.7,5,77,159,83,283.14,875.92,137.59,4247,480.304,488.522,13495.6,16112.2,594.961,5305.56,308800,332825,8232,2604,1005,2.9031,33.7997,13494.8,152.522,1218,149,125.913,40.6225,16.505,120.275,118.77,114.692,3960.01,3203.31,10446.2,10917.2,5736.03,5779.37,8.1,56.2028,69.2035,0.3,101.331,11936.6,11936.6,11936.6,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,804.65,804.65,804.65,0,746.67,746.67,746.67,0,287.44,287.44,287.44,0,1,3.18225,4,0.808936,0.3,0.335488,19.6624,0.656231,0.164317,0.290071,87.1876,2.91006,0.492646,7.0734,59.4588,3.39294,0.464308,7.48798,607.077,16.7062,0.0706858,0.345722,303.643,7.9714,0.0348231,3.20546,2984.15,78.4045,0,245.869,798.44,144.32,0,292.427,1002.32,181.995,0,9.32057,34,9.19104,1,2.52023,127,5.80574,1,1,1,0,0,0.0216542,1.2458,0.132053,0,0.0993248,0.984742,0.228115,1,66.0711,388.59,60.979,0.541492,0.939558,1,0.070836,1,9.30769,67,8.42716,1,1.28889,4,0.635279,0.0152575,0.902862,1,0.226388,0,0.490196,1,0.467856,0.68,1.3575,2.41,0.497503,0.408977,1.80081,2,0.362079,0.448882,1.80732,2,0.350779,0.280992,1.77824,2,0.401225,12.1356,58.789,129.519,23.3942,6.97,50.1457,137.598,26.6593,23.1249,127.796,162.791,25.7594,47.6328,136.4,170.113,22.1002,3.04769,79.6863,172.896,47.6946,6.50676,83.6009,178.876,48.15,0.3,0.3,0.3,9.37737e-17,0.3,0.60492,19.6624,2.1464,0.3,0.618306,19.6624,2.14521,-0.22,-0.000429072,0.31,0.0422412,1.00112,1.01727,1.11763,0.0183833,CA3
"73",c73162,6435.23,6,104,214,111,327.77,886.77,259.75,6412,635.21,494.337,14418.1,15132.6,444.105,3121.01,466555,535415,17248,4529,1449,3.30979,23.2288,14417.1,200.862,1873,144.333,191.231,56.9905,8.61,184.657,186.322,183.423,7346.93,6572.43,12335.5,12873.1,8061.67,7829.99,9.9,58.4064,61.0064,-1.37,133.78,8506.21,8506.21,8506.21,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,450.41,450.41,450.41,0,820.04,820.04,820.04,0,250.13,250.13,250.13,0,1,3.75147,4,0.562359,0.3,0.443286,17.5614,0.752268,0.164317,0.436256,73.5934,3.02904,0.497494,9.47806,32.6906,4.05512,0.468877,12.6869,484.369,17.6985,0.0706858,0.500874,242.219,7.80984,0.0351658,4.43699,2126.55,68.524,0,248.103,662.94,155.465,0,278.141,734.402,168.939,0,9.12426,23,6.56263,1,2.34925,107,4.95863,1,1,1,0,-0.00384911,0.0275435,1.23148,0.120442,-0.2,0.194188,0.982917,0.293778,0.7,69.9584,426.87,55.7835,0.704554,0.948083,1,0.0572956,1,7.35096,23,5.43113,1,1.85215,5.66667,1.28601,0.0284715,0.811114,1.2,0.292589,0,0.608659,1,0.449252,0.515,1.14733,2.41,0.478886,0.397551,1.60828,2.26291,0.452029,0.311077,1.57797,2.31453,0.485325,0.1825,1.52664,2.44,0.542893,12.7507,61.2018,146.949,28.0771,8.47069,53.1668,155.178,29.4566,3.25121,124.556,165.382,28.5042,31.5304,132.348,172.977,26.2123,10.0836,90.9163,177.271,44.5783,4.16692,87.5774,173.248,45.3235,0.3,0.3625,0.6,0.118072,0.3,0.684325,17.5614,2.07631,0.3,0.7404,17.5614,2.07124,-0.24,-0.00281662,0.28,0.0466167,1.00031,1.01564,1.07605,0.0131704,CA3
"74",c73166a,17519.6,5,97,199,103,316.7,801.5,520.64,6543,664.512,579.886,14644,15478,669.631,5728.45,517043,619607,17105,4826,1486,3.51353,17.9486,14643.1,186.723,1956,124.333,181.308,48.5314,5.355,179.087,177.7,175.431,6031.81,5409.04,12071.9,12695.7,7306.58,7620.71,10.5,65.7748,66.8748,-3.51,138.586,21258.3,21258.3,21258.3,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,465.74,465.74,465.74,0,852.69,852.69,852.69,0,222.26,222.26,222.26,0,1,3.33417,4,0.795138,0.3,0.34324,23.836,0.850937,0.164317,0.34881,116.372,4.16454,0.499099,9.13771,40.8569,3.98722,0.47039,9.74603,891.857,25.5818,0.0706858,0.527099,446.228,12.5637,0.0352792,6.06892,5314.57,149.631,0,247.839,785.285,160.237,0,305.595,1142.51,207.055,0,8.78357,24,7.18479,1,2.29459,139,6.18049,1,1,1,0,-0.0273785,0.0176798,1.00413,0.103533,-1.33333,0.0553489,0.987414,0.211207,0.5,67.5123,717.89,71.2686,0.746733,0.959807,1,0.0429265,1,7.36531,107,10.1336,1,1.14141,5,0.481672,0.012586,0.945981,2.33333,0.209457,0,0.543063,1,0.454328,0.82,1.106,1.355,0.205739,0.700243,1.92646,3.85615,0.304017,0.561132,1.92209,4.56423,0.363476,0.367347,1.92214,6.44444,0.509115,14.6954,56.6694,178.22,28.3751,7.67861,48.4159,155.739,26.358,23.1508,128.218,170.104,27.6861,20.5669,135.356,170.395,25.5288,3.00052,78.3913,174.063,44.7553,5.91892,78.1509,174.819,43.4567,0.3,0.3,0.3,9.37737e-17,0.3,0.638647,23.836,2.49521,0.3,0.642245,23.836,2.49498,-0.32,-0.00140333,0.19,0.0389423,1.00021,1.0115,1.07946,0.010798,CA3
"75",c73166b,23873.2,6,120,246,127,804.65,746.67,287.44,7316,771.287,666.872,16254.7,17207.4,794.469,7366.14,565253,672291,21428,5794,1616,5.32694,24.4339,16253.5,231.131,2299,154.667,222.104,58.8235,10.86,216.097,216.879,213.389,6995.89,5967.34,15207.7,16231.6,9482.67,9948.51,12.6,76.8248,78.5248,-0.98,169.884,15596.8,15596.8,15596.8,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,382.82,382.82,382.82,0,810.67,810.67,810.67,0,277.47,277.47,277.47,0,1,3.41414,4,0.751448,0.3,0.341351,21.496,0.805849,0.164317,0.337974,99.6636,3.76744,0.494368,8.86165,35.2932,3.86941,0.465931,9.32114,725.567,21.8556,0.0706858,0.482923,362.915,10.8045,0.0349448,5.04924,3899.2,116.09,0,245.69,666.824,138.126,0,281.736,739.692,157.253,0,11.5426,32,9.85614,1,2.53199,119,6.66555,1,1,1,0,0,0.0154452,1.05538,0.101363,0,0.065914,0.986044,0.197312,0.5,68.3182,290.26,57.4428,0.472975,0.943539,1,0.068145,1,7.68103,35,6.30628,1,1.12684,2.66667,0.352309,0.0139561,0.93694,1,0.195622,0,0.521236,1,0.447471,0.705,0.818333,1,0.114947,0.868747,1.92284,2,0.211151,0.459279,1.89085,2,0.295881,0.28125,1.87525,2,0.336472,13.885,58.2206,125.751,23.8524,5.53124,52.7122,143.395,27.7279,35.2287,124.681,169.642,28.9514,39.4208,133.31,170.663,25.537,9.6624,85.2657,176.16,48.6794,4.16988,83.522,174.312,48.8108,0.3,0.3,0.3,7.85046e-17,0.3,0.656235,21.496,2.42636,0.3,0.666739,21.496,2.42522,-0.31,-0.00107971,0.26,0.0442835,1.00024,1.01607,1.1098,0.0154281,CA3
"76",c80761,17012.4,5,101,207,107,450.41,820.04,250.13,5736,677.784,667.035,14482.5,19385.6,765.336,6779.73,379350,425278,13951,3592,1197,5.7015,40.1969,14481.4,196.253,1529,187.067,167.901,61.4746,17.21,162.436,159.375,154.191,6120.18,5316.68,12455.6,13234.8,9091.63,8757.74,11.6,73.2228,79.2228,-4.27,136.095,9600.03,9600.03,9600.03,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,203.51,203.51,203.51,0,881.36,881.36,881.36,0,343.23,343.23,343.23,0,1,3.2141,4,0.870557,0.3,0.384787,18.289,0.771344,0.164317,0.381475,78.2141,3.19211,0.492037,8.81087,40.6905,4.48058,0.463734,11.2508,524.907,22.061,0.0706858,0.47432,262.706,8.40238,0.03478,4.65795,2400.01,77.0047,0,267.087,648.571,167.197,0,316.826,833.506,184.007,0,7.43462,21,5.51285,1,2.87756,113,6.27969,1,1,1,0,-0.015674,0.0256066,1.71429,0.144996,-0.1,0.161727,0.983597,0.301319,0.7,63.0048,253.93,52.2502,0.597856,0.935696,1,0.0759806,1,7.12329,24,5.54978,1,1.92107,6,1.41637,0.0164033,0.841319,1.1,0.299093,0,0.600439,1,0.44555,0.86,1.05,1.355,0.136952,0.790129,1.70464,2,0.403504,0.629075,1.6739,2,0.446222,0.45,1.64288,2,0.490773,21.1523,72.403,152.21,28.6411,2.04254,63.4133,153.759,33.8281,16.5972,112.814,159.851,33.4484,25.1789,123.045,167.752,30.9311,2.23607,72.7291,173.321,42.8419,2.84136,72.3161,172.512,44.7134,0.3,0.316129,0.6,0.060035,0.3,0.618389,18.289,2.11247,0.3,0.708655,18.289,2.10967,-0.3,0.00134628,0.3,0.0542152,1.0007,1.021,1.14582,0.0233927,CA3
"77",c8076e,42516.6,6,132,270,139,465.74,852.69,222.26,6655,685.108,696.224,18229.7,19443.3,1051.56,12107.5,494687,609968,17532,4580,1506,4.77354,14.9442,18228.3,259.148,1996,150.667,255.415,71.6843,5.53,254.293,253.715,253.723,7423.69,6342.48,16796.6,17731.7,10269.3,10237.8,12.6,88.772,89.272,-2.78,168.921,8799.73,8799.73,8799.73,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,499.47,499.47,499.47,0,954.08,954.08,954.08,0,319.32,319.32,319.32,0,1,3.34303,4,0.670736,0.3,0.398716,17.7674,0.778426,0.164317,0.401334,74.8921,3.14403,0.502494,10.6538,33.0058,4.36275,0.473589,13.1658,495.274,21.098,0.0706858,0.491925,247.935,8.14809,0.0355192,4.83031,2199.93,72.5981,0,248.576,744.799,172.204,0,291.272,895.966,209.389,0,8.44114,30,8.44475,1,2.33153,102,5.49448,1,1,1,0,0,0.0360135,0.94623,0.132659,0,0.238284,0.983115,0.33212,1.22,80.6908,505.62,75.4509,0.378819,0.950682,1,0.0717192,1,7.54082,37,6.48486,1,2.29149,5.33333,1.74793,0.0168849,0.760789,1,0.331788,0,0.57283,1,0.464593,0.575,1.28364,2.41,0.446333,0.305379,1.47804,2,0.526711,0.328634,1.48599,2,0.518298,0.18,1.4321,2,0.576659,10.9776,64.8023,139.042,29.5851,10.9576,56.7298,146.935,30.6686,34.9271,124.106,174.065,29.4518,39.5785,129.935,167.79,25.8877,5.0464,77.2057,174.426,45.1184,2.79598,82.809,175.455,49.9197,0.3,0.336667,0.6,0.0832745,0.3,0.643478,17.7674,2.15726,0.3,0.765537,17.7674,2.1557,-0.26,-0.00119781,0.26,0.0396766,1.0005,1.01718,1.14716,0.021322,CA3
"78",c81462,31193.6,5,113,231,119,382.82,810.67,277.47,6084,608.288,602.269,15782.6,16600.9,860.086,8992.7,437820,502054,20569,4512,1301,3.56784,15.2261,15781.5,217.957,1782,127.333,216.433,58.8996,2.455,217.281,213.666,211.903,6520.71,5903.77,13964.2,14930.7,9549.76,9354.47,11.7,78.092,79.342,-1.91,157.491,6254.27,6254.27,6254.27,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,320.72,320.72,320.72,0,925.66,925.66,925.66,0,233.19,233.19,233.19,0,1,3.56728,4,0.583287,0.3,0.407075,15.8512,0.741878,0.164317,0.400574,63.1093,2.82786,0.877496,9.62998,31.3817,3.94238,1.94221,12.301,394.562,18.3621,0.0706858,0.461883,197.34,6.92097,0.145666,4.1351,1563.57,55.2192,0,256.865,669.364,190.07,0,289.355,796.064,208.149,0,7.52676,22,5.93704,1,2.2737,85,5.25003,1,1,1,0,0,0.0266628,1.12574,0.115018,0,0.262766,0.981074,0.306709,0.87,78.1715,352.44,59.7593,0.69332,0.939495,1,0.0678322,1,8.07407,24,5.75514,1,1.93485,5.66667,1.20933,0.018926,0.745578,1,0.305745,0,0.544905,1,0.452689,0.83,1.60636,4.255,0.764174,0.445453,1.37493,2,0.507687,0.606536,1.43868,2,0.455541,0.41,1.36056,2,0.519658,20.3274,60.4676,155.97,26.1817,5.85709,56.6977,140.351,25.9038,56.5144,132.234,167.976,21.7281,67.9438,132.016,164.668,21.0899,6.37837,77.1963,167.586,43.3574,7.49175,88.1151,175.203,46.708,0.3,0.355556,0.6,0.100935,0.3,0.670616,15.8512,2.10032,0.3,0.765322,15.8512,2.09315,-0.24,0.00273431,0.3,0.0402442,1.00025,1.01726,1.08112,0.016392,CA3
"79",c91662,19200.1,6,106,218,113,203.51,881.36,343.23,5014,600.267,595.102,13736.1,17539.9,739.464,7261.74,416655,494249,11598,4489,1108,5.58225,35.2564,13735,203.982,1560,203.633,183.408,63.6466,8.4,180.692,177.433,174.145,7602.32,6658.39,11845.5,12919.7,7636.55,7593.19,9.8,69.878,80.078,2.08,140.897,8759.73,8759.73,8759.73,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,458.93,458.93,458.93,0,866,866,866,0,377.07,377.07,377.07,0,1,3.62318,4,0.54258,0.3,0.408945,17.7354,0.7961,0.164317,0.420829,74.6898,3.1334,2.29806,10.2014,44.0309,4.27669,2.16587,12.4627,493.912,19.5774,0.0706858,0.519809,247.043,8.06734,0.162441,4.74946,2189.93,71.6245,0,265.618,735.241,175.153,0,294.962,849.934,193.22,0,12.1086,34,10.8155,1,2.44967,101,6.88298,1,1,1,0,0,0.0241271,0.96751,0.0992956,0,0.250229,0.983085,0.33224,2.5,78.9383,565.84,70.2854,0.733228,0.951616,1,0.0535873,1,7.70408,38,6.03259,1,2.42211,7.33333,1.9063,0.0169153,0.755018,1,0.330432,0,0.52331,1,0.456454,0.505,1.15,2.41,0.477568,0.339171,1.48155,2,0.498844,0.263582,1.45225,2,0.527568,0.136752,1.3963,2,0.58411,6.23786,57.489,131.116,23.3454,4.88363,51.391,105.677,22.593,80.3994,136.101,170.412,19.5186,70.0554,135.43,170.111,20.5086,1.43949,77.4589,176.439,49.3624,0.683629,74.4485,171.089,48.9718,0.3,0.339394,0.8,0.100881,0.3,0.652186,17.7354,2.163,0.3,0.861767,17.7354,2.30704,-0.23,0.00135605,0.25,0.0380063,1.00025,1.01507,1.06815,0.0134351,CA3
"80",c91665,17599.5,7,94,195,102,499.47,954.08,319.32,4941,589.302,593.172,15735.7,19446,726.573,7134.37,367395,430500,12476,3446,1173,7.02264,46.4654,15734.7,185.383,1478,215.4,148.354,53.8461,28.24,138.935,139.683,134.617,6026.61,5275.87,11541.9,12083.9,7180.13,7701.23,10.1,65.6348,78.0848,-1.75,121.045,25611.2,25611.2,25611.2,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,420.68,420.68,420.68,0,927.81,927.81,927.81,0,273.52,273.52,273.52,0,1,3.53114,4,0.690457,0.3,0.456132,25.364,1.24511,0.164317,0.626755,127.74,6.11956,0.502295,12.0966,46.113,5.12151,0.473402,16.167,1009.74,39.7212,0.0706858,1.09731,505.272,18.9984,0.0355051,13.5053,6402.79,240.514,0,253.608,726.378,152.594,0,287.933,816.77,166.549,0,9.16637,23,5.89825,1,2.75801,99,5.8316,1,1,1,0,-0.00127251,0.0212013,1.04342,0.0984244,-0.666667,0.204335,0.988172,0.316567,1.41,70.3808,262.08,58.9345,0.735519,0.957416,1,0.050313,1,5.79381,22,4.22594,1,2.06793,5.66667,1.39965,0.0946223,0.799035,1.66667,0.31531,0,0.636755,1,0.439301,0.705,1.044,1.49,0.235584,0.586902,1.57691,2.89371,0.485817,0.459279,1.54474,3.15166,0.532159,0.28125,1.50284,3.77778,0.609195,12.0341,63.1612,157.507,28.4295,6.88366,59.2933,139.934,28.9065,19.7599,120.959,166.775,34.8949,38.2557,127.422,170.972,27.7722,1.49786,82.4133,169.707,45.6031,4.74177,79.7921,176.136,45.6693,0.3,0.326923,1,0.127554,0.3,0.813414,25.364,3.14082,0.3,0.917455,25.364,3.13413,-0.25,-0.0010852,0.23,0.0421255,1.00085,1.01555,1.10348,0.0162745,CA3
"81",c9236e,12508.5,7,77,161,85,320.72,925.66,233.19,4666,532.454,523.95,12586.4,16077.4,603.681,5404.58,335979,378476,9845,2974,1039,4.29271,42.3053,12585.6,151.259,1308,148.983,120.038,41.9576,35.34,105.87,110.778,104.763,4595.54,4309.02,10049.8,10033.2,5866.92,6696.75,9.6,57.0024,65.0524,3.53,109.864,14689.2,14689.2,14689.2,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,441.3,441.3,441.3,0,871.48,871.48,871.48,0,173.43,173.43,173.43,0,1,3.50133,4,0.628247,0.3,0.428762,21.072,0.939889,0.164317,0.485277,96.7294,4.05884,1.11821,10.2955,38.225,4.27771,1.05389,13.2438,697.095,25.9006,0.0706858,0.681782,348.74,11.4099,0.0790418,6.94808,3672.3,119.981,0,259.946,696.112,167.684,0,290.795,824.148,188.488,0,11.4635,32,10.5671,1,2.49203,96,6.71699,1,1,1,0,0,0.0317729,1.04129,0.127189,0,0.248896,0.985763,0.342725,1.11,84.2058,255.91,67.5196,0.560136,0.950568,1,0.0679042,1,8.14054,30,6.3399,1,2.61596,9,2.14104,0.0142369,0.759958,1,0.339891,0,0.573149,1,0.464734,0.535,1.2375,2.81,0.494641,0.305237,1.49132,2,0.500017,0.284854,1.48457,2,0.506863,0.14876,1.43569,2,0.558164,7.99057,61.4968,141.235,29.2603,9.28631,51.9695,156.954,32.0284,23.9955,127.656,167.047,27.0025,20.6711,134.418,168.872,28.0343,4.63774,80.1173,170.443,44.5547,6.06243,85.3362,171.758,43.2693,0.3,0.318519,0.6,0.0576337,0.3,0.74525,21.072,2.6419,0.3,0.918167,21.072,2.63598,-0.26,0.000549966,0.25,0.035988,1.00087,1.01583,1.08433,0.016786,CA3
"85",cd0351,39935.4,6,108,222,115,672.8,1027.95,292.57,8622,1032.12,944.077,20594.5,24869.8,1202.73,13189.9,863599,1193580,17258,6909,1901,6.33553,33.4993,20593.4,208.869,2901,182.333,188.912,53.321,19.75,182.807,182.138,177.942,7413.88,6137.6,12935.9,13849.9,6904.48,7080,11.2,80.88,89.53,3.79,159.732,19967.7,19967.7,19967.7,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,672.8,672.8,672.8,0,1027.95,1027.95,1027.95,0,292.57,292.57,292.57,0,1,2.97208,4,0.881141,0.3,0.355781,23.34,0.719696,0.164317,0.325432,112.759,3.37001,0.49558,7.10155,52.1718,4.15547,0.467074,8.57578,855.515,22.8059,0.0706858,0.414734,427.85,10.0138,0.0350305,4.54823,4991.93,116.863,0,297.69,1001.08,220.537,0,411.436,1278.43,281.486,0,5.94898,16,3.67038,1,2.38159,115,4.04534,1,1,1,0,-0.00167168,0.0285384,1.01205,0.136469,-0.333333,0.150898,0.987147,0.28008,1.11,92.7629,548.93,90.3782,0.490473,0.940852,1,0.0737451,1,13.009,86,13.7051,1,1.68827,10,1.49218,0.017138,0.850954,1,0.275465,0,0.493713,1,0.456314,0.495,1.23437,2.41,0.629814,0.278868,1.69266,2,0.460953,0.255883,1.68646,2,0.469476,0.132812,1.64762,2,0.522823,10.3039,69.2886,171.624,35.7474,3.87871,57.3608,172.15,40.3043,13.4281,120.897,169.962,35.4318,19.2574,129.438,174.862,35.7124,0.076665,64.5279,173.663,44.9097,1.00454,66.1683,177.267,42.5859,0.3,0.311111,0.6,0.0424198,0.3,0.703304,23.34,2.68481,0.3,0.778522,23.34,2.68441,-0.31,0.00131324,0.3,0.0452148,1.00034,1.0174,1.10712,0.0197353,CA3
"86",cd1152,26230.9,5,122,249,128,847.49,833.18,121.88,5859,658.476,640.716,15250.2,17698.5,848.442,8751.03,459685,547991,13940,5484,1291,4.58665,33.7769,15248.9,235.234,1850,202.6,215.831,76.883,26,207.726,208.948,204.571,8808.95,7234.32,13807.1,14995.9,9214.64,9990.68,9.7,78.384,83.734,-1.92,141.624,13115.5,13115.5,13115.5,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,847.49,847.49,847.49,0,833.18,833.18,833.18,0,121.88,121.88,121.88,0,1,3.16703,4,0.869031,0.3,0.355933,20.292,0.775584,0.164317,0.346333,91.4086,3.42545,0.498598,8.24779,51.0627,4.8333,0.469918,9.57192,646.336,23.3164,0.0706858,0.458866,323.4,9.50267,0.0352438,4.73284,3278.86,96.8305,0,248.479,750.238,148.831,0,296.211,912.303,175.519,0,7.53514,22,5.73811,1,2.96432,128,6.59525,1,1,1,0,0,0.0184203,0.914776,0.0909151,0,0.13565,0.985216,0.26322,1.41,61.2404,355.18,64.5445,0.634028,0.944715,1,0.0714938,1,7.4,41,7.03864,1,1.66066,10,1.54822,0.0147842,0.866791,1,0.262894,0,0.630189,1,0.445891,0.51,1.3,2.41,0.511207,0.244648,1.70267,2,0.470541,0.283811,1.71268,2,0.455581,0.155709,1.67681,2,0.509097,3.24935,72.8013,157.472,35.3039,3.96239,59.7878,166.944,39.2386,17.4648,114.108,166.839,34.4718,5.81229,123.933,170.661,37.3512,2.90686,76.154,177.139,51.8521,5.95258,82.5676,178.368,54.2721,0.3,0.303125,0.4,0.0140755,0.3,0.612375,20.292,2.20762,0.3,0.654172,20.292,2.20709,-0.31,-0.00104518,0.27,0.0488336,1.00087,1.01888,1.17146,0.0240386,CA3
"87",cd2351,79271.2,4,102,208,107,379.65,903.38,156.39,4013,446.808,690.735,15229.6,18321,1459.82,21338.6,307729,338525,11710,2752,861,4.46029,29.7651,15228.5,200.613,1115,155.875,177.529,60.8441,29.175,165.976,170.239,165.252,5934.88,5078.77,13193.6,13718.1,5234.72,5182.72,9.3,90.172,94.122,-2.15,109.344,39635.6,39635.6,39635.6,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,379.65,379.65,379.65,0,903.38,903.38,903.38,0,156.39,156.39,156.39,0,1,3.5991,4,0.625134,0.3,0.400725,29.336,1.39825,0.164317,0.619493,158.892,7.59639,1.58726,13.6711,41.8784,6.93447,1.49596,16.4462,1351.09,51.7076,0.0706858,1.31043,675.914,25.4436,0.112197,19.1549,9908.9,373.047,0,275.99,830.502,191.268,0,303.61,1038.98,211.956,0,10.5022,25,7.28623,1,2.46816,107,6.46176,1,1,1,0,-0.023175,0.0214437,1.34716,0.125042,-0.333333,0.143102,0.989774,0.25672,2.06,73.2141,324.63,61.6194,0.687972,0.964484,1,0.0533189,1,5.33493,25,4.32033,1,1.52819,6.66667,1.12569,0.0102263,0.853504,1.33333,0.253392,0,0.596511,1,0.442713,0.79,1.53553,2.41,0.491588,0.38691,1.62722,2.00025,0.475448,0.546003,1.66901,2,0.421713,0.361111,1.62012,2.02778,0.484892,18.4531,58.7612,139.655,28.9144,3.14185,50.2848,159.329,31.0655,32.4948,130.63,168.978,27.4675,28.1454,135.822,170.983,27.3352,1.66921,51.829,166.577,36.3173,0.436207,51.314,168.993,36.2497,0.3,0.3,0.3,5.99589e-17,0.3,0.842729,29.336,3.50268,0.3,0.879645,29.336,3.49937,-0.25,-0.00194923,0.19,0.0383429,1.00027,1.01244,1.05985,0.0124189,CA3
