"","Name","Soma_Surface","N_stems","N_bifs","N_branch","N_tips","Width","Height","Depth","Type","Diameter","Diameter_pow","Length","Surface","SectionArea","Volume","EucDistance","PathDistance","Branch_Order","Terminal_degree","TerminalSegment","Taper_1","Taper_2","Branch_pathlength","Contraction","Fragmentation","Daughter_Ratio","Parent_Daughter_Ratio","Partition_asymmetry","Rall_Power","Pk","Pk_classic","Pk_2","Bif_ampl_local","Bif_ampl_remote","Bif_tilt_local","Bif_tilt_remote","Bif_torque_local","Bif_torque_remote","Last_parent_diam","Diam_threshold","HillmanThreshold","Helix","Fractal_Dim","Minimun_Soma_Surface","Average_Soma_Surface","Maximum_Soma_Surface","SD_Soma_Surface","Minimun_N_stems","Average_N_stems","Maximum_N_stems","SD_N_stems","Minimun_N_bifs","Average_N_bifs","Maximum_N_bifs","SD_N_bifs","Minimun_N_branch","Average_N_branch","Maximum_N_branch","SD_N_branch","Minimun_N_tips","Average_N_tips","Maximum_N_tips","SD_N_tips","Minimun_Width","Average_Width","Maximum_Width","SD_Width","Minimun_Height","Average_Height","Maximum_Height","SD_Height","Minimun_Depth","Average_Depth","Maximum_Depth","SD_Depth","Minimun_Type","Average_Type","Maximum_Type","SD_Type","Minimun_Diameter","Average_Diameter","Maximum_Diameter","SD_Diameter","Minimun_Diameter_pow","Average_Diameter_pow","Maximum_Diameter_pow","SD_Diameter_pow","Minimun_Length","Average_Length","Maximum_Length","SD_Length","Minimun_Surface","Average_Surface","Maximum_Surface","SD_Surface","Minimun_SectionArea","Average_SectionArea","Maximum_SectionArea","SD_SectionArea","Minimun_Volume","Average_Volume","Maximum_Volume","SD_Volume","Minimun_EucDistance","Average_EucDistance","Maximum_EucDistance","SD_EucDistance","Minimun_PathDistance","Average_PathDistance","Maximum_PathDistance","SD_PathDistance","Minimun_Branch_Order","Average_Branch_Order","Maximum_Branch_Order","SD_Branch_Order","Minimun_Terminal_degree","Average_Terminal_degree","Maximum_Terminal_degree","SD_Terminal_degree","Minimun_TerminalSegment","Average_TerminalSegment","Maximum_TerminalSegment","SD_TerminalSegment","Minimun_Taper_1","Average_Taper_1","Maximum_Taper_1","SD_Taper_1","Minimun_Taper_2","Average_Taper_2","Maximum_Taper_2","SD_Taper_2","Minimun_Branch_pathlength","Average_Branch_pathlength","Maximum_Branch_pathlength","SD_Branch_pathlength","Minimun_Contraction","Average_Contraction","Maximum_Contraction","SD_Contraction","Minimun_Fragmentation","Average_Fragmentation","Maximum_Fragmentation","SD_Fragmentation","Minimun_Daughter_Ratio","Average_Daughter_Ratio","Maximum_Daughter_Ratio","SD_Daughter_Ratio","Minimun_Parent_Daughter_Ratio","Average_Parent_Daughter_Ratio","Maximum_Parent_Daughter_Ratio","SD_Parent_Daughter_Ratio","Minimun_Partition_asymmetry","Average_Partition_asymmetry","Maximum_Partition_asymmetry","SD_Partition_asymmetry","Minimun_Rall_Power","Average_Rall_Power","Maximum_Rall_Power","SD_Rall_Power","Minimun_Pk","Average_Pk","Maximum_Pk","SD_Pk","Minimun_Pk_classic","Average_Pk_classic","Maximum_Pk_classic","SD_Pk_classic","Minimun_Pk_2","Average_Pk_2","Maximum_Pk_2","SD_Pk_2","Minimun_Bif_ampl_local","Average_Bif_ampl_local","Maximum_Bif_ampl_local","SD_Bif_ampl_local","Minimun_Bif_ampl_remote","Average_Bif_ampl_remote","Maximum_Bif_ampl_remote","SD_Bif_ampl_remote","Minimun_Bif_tilt_local","Average_Bif_tilt_local","Maximum_Bif_tilt_local","SD_Bif_tilt_local","Minimun_Bif_tilt_remote","Average_Bif_tilt_remote","Maximum_Bif_tilt_remote","SD_Bif_tilt_remote","Minimun_Bif_torque_local","Average_Bif_torque_local","Maximum_Bif_torque_local","SD_Bif_torque_local","Minimun_Bif_torque_remote","Average_Bif_torque_remote","Maximum_Bif_torque_remote","SD_Bif_torque_remote","Minimun_Last_parent_diam","Average_Last_parent_diam","Maximum_Last_parent_diam","SD_Last_parent_diam","Minimun_Diam_threshold","Average_Diam_threshold","Maximum_Diam_threshold","SD_Diam_threshold","Minimun_HillmanThreshold","Average_HillmanThreshold","Maximum_HillmanThreshold","SD_HillmanThreshold","Minimun_Helix","Average_Helix","Maximum_Helix","SD_Helix","Minimun_Fractal_Dim","Average_Fractal_Dim","Maximum_Fractal_Dim","SD_Fractal_Dim","V223"
"59",29-01-13_cell1_Dorsal,14202.9,6,102,210,109,272.83,736.27,64.83,19464,4145.85,3932.86,10996.3,29111.9,3191.48,10342.7,1233640,1474270,62109,9966,4401,7.46192,48.4771,10995.3,189.73,5391,158.732,172.355,64.1856,70.74,151.809,162.276,156.014,6968.44,5145.9,11300.8,13262.5,8474.59,9010.88,22.46,117.788,145.954,0.13,167.026,7101.44,7101.44,7101.44,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,272.83,272.83,272.83,0,736.27,736.27,736.27,0,64.83,64.83,64.83,0,1,3.61046,4,0.630611,0.18,0.769031,16.54,0.442948,0.0763675,0.729523,67.2672,1.521,0.12,2.04014,16.5862,2.07033,0.1494,5.40109,429.349,10.2806,0.0254469,0.592112,214.863,3.73133,0.00672299,1.91886,1775.36,30.8702,0,228.834,610.347,147.944,0,273.468,697.156,169.632,0,11.5209,29,8.51645,1,1.84864,109,3.94686,1,1,1,0,-0.377551,0.035533,1.0516,0.130642,-0.802198,0.230843,0.922612,0.299576,0.38,52.3588,496.62,60.7275,0.382654,0.903477,1,0.107151,1,25.5498,424,41.3159,1,1.5562,5.43243,0.733444,0.0773881,0.820738,1.65455,0.261177,0,0.629271,1,0.447136,0.86,2.358,3.995,0.882453,0.310549,1.48832,4.17308,0.653136,0.630794,1.59095,3.05823,0.392548,0.451641,1.52954,3.52331,0.502332,18.1958,68.9945,159.526,27.6802,2.28454,50.9495,176.802,34.9567,10.3126,111.889,164.555,32.664,50.8449,131.312,171.382,28.8457,1.10777,99.701,180,60.6454,0.782246,90.1088,180,65.2288,0.55,0.802143,1.28,0.160756,0.18,1.08062,16.54,1.90076,0.365,1.33903,16.54,2.15915,-0.32,2.41815e-05,0.33,0.0534195,1.00051,1.03743,1.31782,0.0489026,CA3
"60",29-01-13_cell2_Dorsal,17553.9,7,106,219,114,295.1,680.09,0,22975,4782.12,4366.46,11470.5,28060.6,3414.83,10081.5,1239410,1445310,70363,12656,5311,7.2916,40.2455,11469.5,199.999,6568,146.822,191.194,60.4578,68.965,181.701,185.052,182.059,6721.99,5296.5,12587.6,13802.7,7920,8460,25.38,122.24,137.88,0,191.593,8776.94,8776.94,8776.94,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,295.1,295.1,295.1,0,680.09,680.09,680.09,0,0,0,0,0,1,3.49802,4,0.583703,0.18,0.728094,17.75,0.40408,0.0763675,0.664809,74.7821,1.50778,0.169706,1.74669,23.6362,1.86955,0.197264,4.27297,494.475,9.49798,0.0254469,0.519998,247.45,3.87294,0.0182469,1.53518,2194.23,34.3314,0,188.704,622.973,138.163,0,220.054,689.228,152.452,0,10.713,29,9.50664,1,1.92692,114,4.85849,1,1,1,0,-0.131673,0.033295,1.03868,0.127075,-0.506849,0.183769,0.948732,0.280077,0.58,52.3719,302.4,51.1073,0.34904,0.913236,1,0.0992924,1,29.8545,250,33.2513,1,1.38511,5.05556,0.570286,0.0411268,0.873034,1.50685,0.260532,0,0.570356,1,0.461926,0.72,2.55426,4.575,0.872326,0.239939,1.71416,4.05834,0.80734,0.537351,1.74578,2.84971,0.456513,0.379789,1.71754,3.27059,0.590673,0.0990434,64.019,170.268,37.6569,0.907047,50.4428,178.569,39.9785,25.7294,119.881,179.436,35.029,5.13024,131.454,179.445,34.9792,180,180,180,0,180,180,180,0,0.55,0.793125,1.28,0.191547,0.18,1.07228,17.75,1.9989,0.37,1.20947,17.75,2.13558,0,0,0,0,1.00088,1.03007,1.4124,0.0429352,CA3
"61",30-01-13_cell1_Dorsal,3535.64,6,73,152,80,217.45,600.16,36.6,19237,4188.31,3914.44,7306.78,19623.5,2994.88,5602.37,989544,1149150,53869,8815,4296,4.26087,34.4032,7306.02,134.592,5314,95.8541,130.264,45.24,45.765,118.164,124.072,120.68,4246.74,2983.5,8672.17,9855.69,6600.75,6797.29,18.27,89.176,104.584,0.13,122.146,1767.82,1767.82,1767.82,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,217.45,217.45,217.45,0,600.16,600.16,600.16,0,36.6,36.6,36.6,0,1,3.62006,4,0.50175,0.18,0.788165,10.408,0.33354,0.0763675,0.736628,33.5777,0.833305,0.12,1.37526,16.6174,1.55057,0.151111,3.69349,169.852,6.36323,0.0254469,0.563689,85.0794,1.56928,0.0139777,1.05446,441.955,8.33603,0,186.215,525.879,123.667,0,216.25,605.844,138.221,0,10.1372,25,7.67916,1,1.65883,80,3.51356,1,1,1,0,-0.0564263,0.0280321,0.657318,0.0957593,-0.327273,0.226337,0.954842,0.267923,1.31,48.0659,244.63,44.6236,0.577533,0.885476,1,0.0959897,1,34.732,208,39.9225,1,1.31307,3.32727,0.430196,0.0701384,0.857003,1.50685,0.244965,0,0.619726,1,0.451766,0.73,2.28825,4.575,0.886432,0.226222,1.61868,4.04391,0.706035,0.556941,1.69962,2.84971,0.431138,0.401565,1.65315,3.27059,0.54277,3.97554,58.9825,111.046,22.9267,4.22562,41.4374,110.394,25.5836,28.69,120.447,168.752,26.5318,90.707,136.885,175.835,20.704,4.32193,111.877,180,58.6806,1.45879,97.1042,180,68.557,0.37,0.87,1.28,0.231878,0.37,1.1147,10.408,1.35357,0.37,1.3073,10.408,1.52377,-0.33,2.45329e-05,0.32,0.0445204,1.00064,1.04398,1.21945,0.0371855,CA3
"62",30-01-13_cell2_Dorsal,14590.9,6,75,156,82,264.27,709.17,51.1,8644,1806.89,1787.55,9248.22,22871.6,1611.33,8501.16,506416,573552,18216,4869,1707,7.56018,32.7258,9247.39,145.691,2395,106.213,134.378,41.8225,41.575,123.442,128.797,125.573,4767.59,3264.71,8790.2,10058.1,5204.48,5346.89,18.8,98.76,112.331,-2.48,108.466,7295.46,7295.46,7295.46,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,264.27,264.27,264.27,0,709.17,709.17,709.17,0,51.1,51.1,51.1,0,1,3.60919,4,0.567781,0.18,0.754443,16.69,0.604393,0.0763675,0.746366,68.1843,2.28104,0.183576,3.86308,29.7118,2.69018,0.10381,9.5537,437.116,14.0108,0.0254469,0.673071,218.777,5.69303,0.00467143,3.55103,1823.87,47.2571,0,211.447,632.975,147.662,0,239.479,772.323,166.003,0,7.60585,19,5.1489,1,2.03299,82,3.75551,1,1,1,0,-0.23125,0.0484627,1.28659,0.190511,-0.406593,0.209781,0.989215,0.276249,0.74,59.2781,323.74,61.6207,0.540655,0.933916,1,0.0909723,1,15.2548,124,18.1034,1,1.41618,9.11111,0.944627,0.0437388,0.861397,1.40659,0.248724,0,0.557634,1,0.453985,0.615,2.30972,4.575,0.842428,0.184456,1.64589,2.96804,0.592189,0.488949,1.71729,2.3918,0.399475,0.308719,1.67431,2.62203,0.490333,21.2043,64.4269,173.001,35.8976,5.46884,44.1177,156.819,28.2712,6.17028,118.787,163.922,36.2386,20.1762,135.92,174.72,26.1627,1.74947,85.3193,180,57.571,1.25405,72.2553,180,60.7151,0.37,0.817391,1.28,0.19615,0.18,1.20439,16.69,2.20052,0.37,1.36989,16.69,2.36077,-0.32,-0.00104202,0.32,0.0526897,1.00057,1.02327,1.18326,0.0294457,CA3
"63",c10261,10371,5,47,99,53,26537,696.1,39.2,3910,678.054,698.17,4461.86,8134.65,728.758,4049.57,211831,256459,8367,3211,693,4.15344,24.1168,4461.41,91.5772,1157,82.8243,77.2452,26.2726,30.9,64.5099,71.9115,68.429,3048.31,2525.31,5544.36,6207.11,3395.89,2844.04,6.65,52.1396,57.9646,1.91,80.9741,24511.8,24511.8,24511.8,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,382.47,382.47,382.47,0,824.26,824.26,824.26,0,242.19,242.19,242.19,0,1,3.25281,4,0.805129,0.3,0.406735,24.992,1.00501,0.164317,0.468566,124.94,4.89436,0.49163,9.13407,33.6802,5.37981,0.46335,11.3535,980.784,31.9202,0.0706858,0.737018,490.56,15.0694,0.0347513,8.62918,6127.94,188.302,0,229.236,576.498,139.165,0,265.355,679.6,155.159,0,7.582,20,5.76528,1,3.11427,121,7.03612,1,1,1,0,-0.0854701,0.03036,1.31989,0.142595,-0.416667,0.136188,0.987996,0.268857,0.49,65.8854,242.37,60.4767,0.559916,0.946967,1,0.0595872,1,7.18723,29,5.79239,1,1.53655,6.66667,1.27514,0.0240077,0.863786,1.38462,0.265701,0,0.567054,1,0.455927,0.575,1.37091,3.105,0.640686,0.300719,1.7085,2,0.472927,0.330156,1.71512,2,0.462289,0.182222,1.67905,2,0.521599,14.7185,67.4663,164.875,30.5201,2.65369,55.3292,160.902,31.2373,19.5526,118.791,165.245,31.733,42.4759,129.793,175.231,28.5783,0.968576,73.9317,174.729,49.1093,2.41606,71.4204,169.872,48.7995,0.3,0.32,0.5,0.0453834,0.3,0.719702,24.992,2.80449,0.3,0.74119,24.992,2.80279,-0.32,0.00265233,0.27,0.0552835,1.00066,1.01698,1.10988,0.0170792,CA3
"64",c11563,12276.6,7,40,87,48,27471,313,143.69,2781,538.094,600.217,2870.68,5885.36,692.521,4141.76,73812.3,89582.8,2388,1843,602,5.24652,21.9857,2870.33,80.0278,865,53.4345,65.9468,21.4333,36.34,51.5784,60.383,56.3305,2856.33,2212.64,4461.53,5230.19,3606.79,3914.76,7.17,51.916,54.896,0.42,68.1466,3912.09,3912.09,3912.09,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,463.79,463.79,463.79,0,878.26,878.26,878.26,0,184.09,184.09,184.09,0,1,3.11287,4,0.837791,0.3,0.341888,13.5566,0.594195,0.164317,0.290652,49.9144,2.19492,0.491019,11.7406,42.5151,6.97284,0.462775,12.0689,288.575,12.9073,0.0706858,0.300896,144.342,4.99768,0.0347081,2.48091,978.023,33.9981,0,251.542,778.791,163.354,0,311.619,885.807,203.008,0,6.85628,22,5.18225,1,2.88412,128,5.85449,1,1,1,0,-0.00597372,0.0164152,1.21887,0.104761,-0.25,0.0882714,0.977871,0.201879,1.11,63.1185,367,60.3916,0.559975,0.94584,1,0.080329,1,5.35887,68,5.8623,1,1.12389,3.33333,0.261527,0.0221294,0.913607,1.25,0.198864,0,0.597875,1,0.451281,1,1.58611,2.41,0.55357,0.541145,1.80777,2.10449,0.347638,0.707107,1.83416,2.04706,0.302666,0.5,1.80083,2.125,0.359367,9.69074,63.7904,171.816,37.3761,5.92295,57.3322,166.099,39.2896,29.3226,121.601,167.498,34.1122,8.51026,125.358,171.048,37.6967,1.67956,76.8103,175.405,46.9057,1.98774,77.4279,178.685,49.156,0.3,0.3,0.3,6.1875e-17,0.3,0.507134,13.5566,1.46387,0.3,0.520025,13.5566,1.46283,-0.31,-0.000472561,0.26,0.0541129,1.00056,1.01938,1.20074,0.0320822,CA3
"65",c12363,14610,8,35,78,44,29026,565,256.39,2582,551.249,660.009,3015.55,6838.59,784.182,4919.91,121058,153142,3348,2439,421,6.03363,20.9468,3015.13,71.1698,727,51.364,57.7775,17.1087,27.19,47.058,53.284,50.1952,2413.69,1576.11,4108.93,4636.71,2827.48,2622.61,8.1,55.6192,74.1138,1,63.9888,16416.8,16416.8,16416.8,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,313.02,313.02,313.02,0,870.01,870.01,870.01,0,192.46,192.46,192.46,0,1,3.60587,4,0.515981,0.3,0.383316,21.866,1.06173,0.164317,0.474657,102.248,4.95784,1.57851,13.4308,38.8242,5.81231,2.10058,15.144,750.791,30.2089,0.0706858,0.788831,375.516,14.3228,0.157544,8.90094,4104.2,156.673,0,258.462,727.081,182.513,0,285.097,868.607,202.615,0,8.06049,22,6.10845,1,2.23831,97,5.40146,1,1,1,0,-0.00450857,0.0266267,1.15388,0.136327,-0.333333,0.118166,0.98628,0.234795,1.57,78.7022,220.1,60.7655,0.619328,0.960231,1,0.0522415,1,5.83422,16,4.29627,1,1.28148,5.66667,0.585994,0.0137199,0.885787,1.33333,0.233168,0,0.542705,1,0.458781,0.83,1.565,2.41,0.546859,0.48917,1.74075,2.74834,0.408696,0.660834,1.77578,2.5396,0.354711,0.470588,1.73676,2.77778,0.415017,5.06137,52.681,154.647,23.6307,6.86962,46.1363,106.713,22.381,20.7476,136.725,175.002,22.4619,72.3271,140.302,170.301,18.1811,3.19226,70.4,168.24,44.5526,6.29086,71.9805,173.01,45.8561,0.3,0.310345,0.4,0.0291736,0.3,0.748784,21.866,2.72975,0.3,0.875928,21.866,2.91949,-0.21,-0.0026487,0.23,0.0352311,1.00049,1.01236,1.07286,0.0112117,CA3
"66",c12861,49023.5,6,114,234,121,382.47,824.26,242.19,5494,686.976,791.409,15418.3,19164.8,1244.09,14566,387180,448185,12806,5260,1155,7.10423,31.8681,15417.2,221.59,1689,175.167,202.126,64.6442,30.16,194.769,195.523,191.411,7623.7,6252.2,13423.4,14666.7,8354.28,8070.5,11.2,87.084,89.684,4.44,151.531,18342.8,18342.8,18342.8,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,665.91,665.91,665.91,0,809.36,809.36,809.36,0,182.2,182.2,182.2,0,1,3.25362,4,0.819907,0.3,0.380245,22.688,1.04191,0.164317,0.461905,108.067,4.91876,0.492544,12.9443,42.0757,7.63346,0.464212,14.4686,808.479,31.0009,0.0706858,0.761786,404.28,14.4603,0.0348159,8.78759,4585.69,164.206,0,245.514,673.159,142.866,0,279.728,769.92,159.784,0,10.566,31,10.1658,1,3.05153,118,7.01936,1,1,1,0,-0.059761,0.0248489,1.0905,0.129814,-0.375,0.124656,0.986777,0.27961,1.5,70.4506,257.84,62.4148,0.649116,0.948295,1,0.0606584,1,5.42358,33,4.20802,1,1.71021,5.66667,1.33454,0.0132228,0.875634,1.375,0.279067,0,0.504281,1,0.460507,0.83,1.37417,2.41,0.51904,0.515741,1.74467,2,0.437076,0.629075,1.7584,2,0.409556,0.45,1.73754,2.03125,0.453391,11.3124,61.3713,160.711,30.8996,5.72975,48.346,160.711,29.9502,0.458155,119.499,164.013,34.2145,45.2875,135.497,169.458,26.7232,1.6785,75.8966,169.208,50.6774,0.721766,77.2128,174.362,49.3006,0.3,0.3,0.3,8.19516e-17,0.3,0.679458,22.688,2.5735,0.3,0.722678,22.688,2.57146,-0.32,-0.000480848,0.32,0.0501619,1.00063,1.01865,1.13766,0.0228425,CA3
"67",c20465,7824.18,7,120,247,128,463.79,878.26,184.09,4137,454.37,386.277,15591.5,16027.5,399.589,3294.65,334299,414142,9112,3833,858,4.05455,21.803,15590.3,233.623,1329,134.867,225.661,71.745,14.275,216.932,220.099,216.099,7591.06,6822.53,14470.5,14917.6,9140.43,9213.91,10.2,64.9132,66.5632,-0.62,129.461,3465.43,3465.43,3465.43,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,396.73,396.73,396.73,0,920.19,920.19,920.19,0,210.24,210.24,210.24,0,1,3.26388,4,0.775699,0.3,0.344072,13.0248,0.55519,0.164317,0.283464,47.0064,1.96,0.502892,10.3314,38.001,5.10991,0.473964,10.8881,266.064,12.3481,0.0706858,0.276522,133.239,4.35796,0.0355473,2.24658,866.357,28.8174,0,290.217,789.263,204.158,0,332.539,921.901,221.78,0,9.25408,27,8.22572,1,2.76421,120,6.54467,1,1,1,0,0,0.0172232,1.37714,0.112536,0,0.106496,0.976967,0.243216,0.99,68.4238,242.23,59.8267,0.652787,0.94705,1,0.067276,1,6.59914,22,5.06295,1,1.3006,3.66667,0.609816,0.023033,0.894667,1,0.240872,0,0.540997,1,0.462787,0.535,1.66687,3.8,0.8976,0.205396,1.77781,2,0.408022,0.31083,1.79886,2,0.370496,0.175781,1.77115,2,0.419909,10.2036,71.0373,170.587,35.894,2.38608,66.0351,178.116,39.3525,31.2227,121.295,173.107,31.5851,11.7788,122.472,168.464,36.9768,6.9568,80.3691,174.126,45.564,1.02956,79.3631,176.442,48.0152,0.3,0.308108,0.6,0.0481905,0.3,0.51208,13.0248,1.45064,0.3,0.535413,13.0248,1.44925,-0.28,-0.00135403,0.32,0.0465385,1.00043,1.01607,1.0918,0.0173577,CA3
"68",c30465,32833.6,6,90,186,97,313.02,870.01,192.46,3934,418.198,517.85,14639.6,16506.9,859.826,9702.03,281982,311040,8794,2442,908,4.95257,21.9789,14638.6,178.603,1091,115.333,164.756,48.8434,15.65,156.668,159.821,156.308,4688.61,4106.13,12168.5,12486.9,6265.6,6406.27,9,72.632,84.965,-2.85,106.298,3710.12,3710.12,3710.12,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,383.62,383.62,383.62,0,943.51,943.51,943.51,0,173.83,173.83,173.83,0,1,2.91756,4,0.900391,0.3,0.336902,13.3234,0.528184,0.164317,0.267911,48.6321,1.87596,0.272029,9.00603,79.5107,5.87801,0.46335,9.30309,278.467,11.2229,0.0706858,0.259691,139.418,4.26548,0.0347513,1.815,927.53,26.8565,0,256.923,735.323,147.732,0,377.115,1167.96,230.072,0,8.78802,24,5.55913,1,3.26882,138,7.02248,1,1,1,0,0,0.0125754,0.838169,0.0742448,0,0.0982567,0.977483,0.220298,1.49,65.3473,754.98,71.3673,0.33158,0.948176,1,0.0768264,1,7.23333,115,9.68833,1,1.29419,7.33333,0.705159,0.0450335,0.904908,1,0.216466,0,0.590246,1,0.452437,0.695,1.3535,2.41,0.557376,0.489898,1.79536,2,0.367608,0.478553,1.79336,2,0.371082,0.3125,1.76216,2,0.425494,9.79409,68.4598,166.54,34.4425,2.84463,62.4048,164.353,38.2097,11.4514,117.721,167.465,36.2657,25.3878,124.691,169.85,33.8816,3.49123,78.5991,178.67,48.9918,2.36695,79.5956,174.261,50.374,0.3,0.3,0.3,7.46993e-17,0.3,0.488745,13.3234,1.38564,0.3,0.515919,13.3234,1.38587,-0.28,-0.000639175,0.27,0.0501804,1,1.01943,1.30442,0.0340343,CA3
"69",c62564,36685.6,6,111,228,118,665.91,809.36,182.2,4041,472.264,573.686,16063.9,17955.5,945.376,10905.4,304929,347422,13123,3790,844,5.66556,28.4216,16062.7,216.211,1242,189.833,199.644,55.9752,16.49,193.658,195.182,192.866,6750.84,5318.06,13144.9,14904.6,8348.63,8493.4,12,80.176,85.276,-0.59,142.612,6072.33,6072.33,6072.33,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,283.14,283.14,283.14,0,875.92,875.92,875.92,0,137.59,137.59,137.59,0,1,3.48686,4,0.578905,0.3,0.394338,15.7014,0.77936,0.164317,0.401086,62.2168,2.93479,1.80527,11.0893,39.4841,4.98274,1.70143,13.2393,386.738,19.3043,0.0706858,0.488875,193.627,7.13236,0.127607,4.35954,1518.08,56.0825,0,253.531,714.413,162.05,0,273.256,830.604,177.875,0,6.75862,20,5.03482,1,2.13793,83,5.07515,1,1,1,0,0,0.0182585,0.502612,0.0637016,0,0.212577,0.980893,0.310166,3.18,84.8732,664.94,76.9476,0.703438,0.959258,1,0.0509983,1,7.6125,45,6.25062,1,1.93506,8,1.33311,0.0509509,0.791907,1,0.306053,0,0.527565,1,0.450634,0.59,1.10033,1.535,0.238488,0.526797,1.56202,2,0.481211,0.459279,1.54246,2,0.50338,0.28125,1.4895,2,0.564836,16.5515,52.1054,124.972,24.4599,3.30506,42.1489,112.575,22.0993,59.6187,137.451,167.839,21.1466,71.709,143.647,167.159,17.186,3.53042,75.4741,166.773,48.6262,4.22062,76.0443,172.104,45.8055,0.3,0.311538,0.6,0.0467539,0.3,0.677142,15.7014,2.10468,0.3,0.833777,15.7014,2.25506,-0.22,0.000248963,0.26,0.0342184,1.00065,1.01331,1.11507,0.017037,CA3
"70",c70863,6930.86,7,112,231,120,396.73,920.19,210.24,4997,526.774,433.983,15807.1,16658.8,423.079,3437.27,444322,509117,14168,4232,1138,3.97856,24.6006,15805.9,218.769,1531,145.667,206.668,60.5917,13.335,199.114,201.473,198.369,7885.14,7329.9,13463.7,13594.4,8920.97,8809.3,11.4,61.4496,64.2496,-2.05,140.218,3217.62,3217.62,3217.62,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,327.77,327.77,327.77,0,886.77,886.77,886.77,0,259.75,259.75,259.75,0,1,3.42338,4,0.714857,0.3,0.33914,12.7032,0.496212,0.164317,0.263928,45.2762,1.71429,0.498598,7.70197,39.1066,3.53594,0.469918,8.08364,253.292,9.48285,0.0706858,0.237236,126.741,3.75602,0.0352438,1.66721,804.404,23.9115,0,249.095,738.031,179.237,0,285.859,891.272,200.551,0,9.20876,27,8.08343,1,2.41805,111,5.5695,1,1,1,0,0,0.0154663,0.723443,0.0738861,0,0.108546,0.976384,0.244066,0.7,67.3696,325.13,61.1045,0.460825,0.938609,1,0.0800215,1,8.71163,29,7.45944,1,1.38782,4,0.760258,0.0236161,0.893603,1,0.241161,0,0.547986,1,0.459701,0.6,1.435,2.41,0.543734,0.3732,1.77554,2,0.383686,0.4532,1.79155,2,0.356985,0.316116,1.76368,2,0.403626,9.80305,71.3294,168.319,32.5085,4.99614,63.81,169.128,31.919,32.3722,119.762,170.274,29.2488,31.5153,124.981,175.086,30.0808,4.68222,78.2687,164.06,46.6646,4.05039,76.0193,169.882,47.4405,0.3,0.3,0.3,5.96906e-17,0.3,0.526184,12.7032,1.46927,0.3,0.549607,12.7032,1.46782,-0.27,-0.000737352,0.26,0.0444164,1.00085,1.02122,1.35974,0.0358476,CA3
"71",c70963,7420.24,5,132,269,138,383.62,943.51,173.83,5698,657.97,523.231,17579.8,18159.6,506.916,3542.88,501770,736506,17163,6384,1302,3.38279,26.431,17578.4,255.059,1953,170.833,243.42,77.9125,13.535,236.987,236.724,232.605,8968.23,8175.02,15421.5,16334.5,10296.5,10427,11.4,67.4468,71.1968,-1.24,167.186,8759.79,8759.79,8759.79,0,1,1,1,0,1,1,1,0,1,1,1,0,1,1,1,0,316.7,316.7,316.7,0,801.5,801.5,801.5,0,520.64,520.64,520.64,0,1,3.34509,4,0.732644,0.3,0.33973,17.7374,0.651096,0.164317,0.296465,74.7025,2.71706,0.494166,7.49055,24.0248,3.0129,0.46574,7.91712,493.86,14.9076,0.0706858,0.342522,247.098,7.0582,0.0349305,2.93015,2189.95,62.549,0,264.337,823.097,185.124,0,316.773,1139.72,235.293,0,8.74489,25,7.3457,1,2.46728,103,5.58252,1,1,1,0,0,0.017656,0.829168,0.0995507,0,0.0901937,0.983087,0.225724,0.59,73.5833,468.08,65.6906,0.623393,0.938307,1,0.0673196,1,9.78,59,8.39468,1,1.28179,4,0.677611,0.0169134,0.911097,1,0.22452,0,0.500324,1,0.45853,0.6,1.071,1.355,0.270512,0.544309,1.84626,2,0.31306,0.4532,1.83196,2,0.34096,0.316116,1.80856,2,0.386754,17.0286,62.8313,166.649,31.251,3.85362,56.3442,152.35,29.9777,6.91631,125.749,167.167,27.9933,15.4576,132.246,169.768,25.5509,3.54009,76.1103,165.746,46.8258,9.00177,79.3824,170.992,46.8851,0.3,0.3,0.3,6.38627e-17,0.3,0.63859,17.7374,2.14336,0.3,0.64927,17.7374,2.14238,-0.28,-0.00180648,0.31,0.0411506,1.00035,1.01902,1.10583,0.0163991,CA3
